30-Apr-09,9.23,9.74,9.18,9.51,10467000,2011-11-28 17:14:59.303122,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
1-May-09,9.50,10.22,9.47,9.84,9003046,2011-11-28 17:14:59.303000,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
4-May-09,10.02,10.91,9.85,10.84,10876813,2011-11-28 17:14:59.302880,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
5-May-09,10.63,10.91,10.07,10.15,8605429,2011-11-28 17:14:59.302755,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
6-May-09,10.55,10.70,10.06,10.53,10812956,2011-11-28 17:14:59.302630,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
7-May-09,10.70,10.99,9.95,10.05,9878940,2011-11-28 17:14:59.302490,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
8-May-09,10.16,11.35,10.16,11.12,12515082,2011-11-28 17:14:59.302341,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
11-May-09,10.44,10.81,9.98,10.01,9951081,2011-11-28 17:14:59.302200,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
12-May-09,10.22,10.30,8.92,9.51,11326014,2011-11-28 17:14:59.302056,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
13-May-09,8.91,9.11,8.50,8.55,8652561,2011-11-28 17:14:59.301929,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
14-May-09,8.31,9.57,8.31,9.39,10490692,2011-11-28 17:14:59.301809,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
15-May-09,9.41,9.62,8.83,8.93,6802959,2011-11-28 17:14:59.301685,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
18-May-09,9.16,10.21,9.16,10.15,7149025,2011-11-28 17:14:59.301565,XL,Financials,19.24 - 19.70,17.69 - 25.43,19.50,N/P,4.19M/4.47M,6.22B,28.79,0.11/2.27,0.67,320.52M,2.49,&nbsp;&nbsp;&nbsp;&nbsp;-
