1-Jan-09,14.28,14.28,14.28,14.28,0,2011-11-28 17:12:29.858753,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
2-Jan-09,14.33,15.76,14.33,15.66,4126670,2011-11-28 17:12:29.858640,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
5-Jan-09,15.45,15.94,15.15,15.76,4851465,2011-11-28 17:12:29.858516,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
6-Jan-09,15.31,17.81,14.77,17.69,9750964,2011-11-28 17:12:29.858377,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
7-Jan-09,17.26,17.26,16.61,17.10,6740975,2011-11-28 17:12:29.858236,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
8-Jan-09,16.11,16.67,15.79,16.57,4322018,2011-11-28 17:12:29.858113,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
9-Jan-09,16.55,16.83,16.01,16.47,4359988,2011-11-28 17:12:29.857989,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
12-Jan-09,16.50,16.72,15.68,15.92,3929540,2011-11-28 17:12:29.857866,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
13-Jan-09,15.50,15.56,14.27,14.78,8572158,2011-11-28 17:12:29.857742,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
14-Jan-09,14.48,14.78,13.55,14.30,7293096,2011-11-28 17:12:29.857616,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
15-Jan-09,14.40,14.48,12.87,14.11,8349529,2011-11-28 17:12:29.857477,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
16-Jan-09,14.59,15.15,13.59,14.76,7736142,2011-11-28 17:12:29.857353,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
20-Jan-09,14.43,14.43,13.12,13.43,9258173,2011-11-28 17:12:29.857228,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
21-Jan-09,13.25,13.52,12.04,12.79,11823282,2011-11-28 17:12:29.857104,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
22-Jan-09,12.50,12.81,11.70,12.31,10649849,2011-11-28 17:12:29.856978,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
23-Jan-09,11.54,14.07,11.32,13.64,14974434,2011-11-28 17:12:29.856853,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
26-Jan-09,13.64,14.20,13.25,13.41,7490584,2011-11-28 17:12:29.856726,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
27-Jan-09,13.78,14.49,13.66,14.10,7767452,2011-11-28 17:12:29.856602,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
28-Jan-09,14.73,15.23,14.32,14.96,7199370,2011-11-28 17:12:29.856477,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
29-Jan-09,14.79,14.79,13.83,13.99,4613702,2011-11-28 17:12:29.856351,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
30-Jan-09,14.09,14.45,13.40,13.60,4566042,2011-11-28 17:12:29.856226,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
2-Feb-09,13.20,13.65,12.65,13.04,6147869,2011-11-28 17:12:29.856101,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
3-Feb-09,13.40,13.64,12.67,13.38,4057984,2011-11-28 17:12:29.855978,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
4-Feb-09,13.37,14.54,13.17,14.00,6547281,2011-11-28 17:12:29.855855,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
5-Feb-09,13.71,15.00,13.55,14.58,7414229,2011-11-28 17:12:29.855732,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
6-Feb-09,14.54,15.90,14.54,15.54,8247331,2011-11-28 17:12:29.855606,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
9-Feb-09,15.48,15.90,15.04,15.65,6005228,2011-11-28 17:12:29.855483,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
10-Feb-09,15.21,15.71,14.37,14.57,8173028,2011-11-28 17:12:29.855357,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
11-Feb-09,14.73,14.73,13.86,14.23,6210616,2011-11-28 17:12:29.855216,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
12-Feb-09,14.29,14.90,13.90,14.84,8043496,2011-11-28 17:12:29.855092,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
13-Feb-09,15.51,16.43,15.24,16.11,11836861,2011-11-28 17:12:29.854967,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
17-Feb-09,15.56,15.69,14.30,14.41,9598165,2011-11-28 17:12:29.854841,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
18-Feb-09,14.62,14.85,13.98,14.33,9507143,2011-11-28 17:12:29.854716,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
19-Feb-09,14.65,14.87,13.61,13.68,7178840,2011-11-28 17:12:29.854593,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
20-Feb-09,13.10,14.02,13.01,13.75,7874624,2011-11-28 17:12:29.854468,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
23-Feb-09,14.00,14.00,13.03,13.11,6151345,2011-11-28 17:12:29.854343,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
24-Feb-09,13.28,14.23,13.11,14.09,7321592,2011-11-28 17:12:29.854218,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
25-Feb-09,13.45,14.76,13.34,14.35,8732400,2011-11-28 17:12:29.854082,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
26-Feb-09,14.57,15.77,14.47,14.76,9349852,2011-11-28 17:12:29.853942,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
27-Feb-09,14.32,15.50,14.15,15.01,11481779,2011-11-28 17:12:29.853803,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
2-Mar-09,14.53,14.55,13.33,13.42,7822865,2011-11-28 17:12:29.853661,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
3-Mar-09,13.75,14.17,13.50,13.82,6472123,2011-11-28 17:12:29.853523,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
4-Mar-09,14.21,15.40,14.03,14.91,7847613,2011-11-28 17:12:29.853384,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
5-Mar-09,14.41,14.94,14.00,14.16,7168796,2011-11-28 17:12:29.853244,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
6-Mar-09,14.42,14.93,13.30,13.68,6546025,2011-11-28 17:12:29.853103,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
9-Mar-09,13.12,14.25,13.00,13.20,6333253,2011-11-28 17:12:29.852962,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
10-Mar-09,13.87,14.95,13.60,14.77,6612583,2011-11-28 17:12:29.852820,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
11-Mar-09,14.60,15.25,14.59,14.92,7651433,2011-11-28 17:12:29.852662,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
12-Mar-09,14.90,15.67,14.50,15.51,6455749,2011-11-28 17:12:29.852522,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
13-Mar-09,15.50,15.76,15.30,15.43,6260736,2011-11-28 17:12:29.852382,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
16-Mar-09,15.45,15.87,14.65,14.73,6711754,2011-11-28 17:12:29.852240,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
17-Mar-09,14.65,14.76,13.97,14.42,8854836,2011-11-28 17:12:29.852101,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
18-Mar-09,14.25,15.34,14.11,15.02,8266071,2011-11-28 17:12:29.851961,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
19-Mar-09,15.13,15.93,15.13,15.51,8577555,2011-11-28 17:12:29.851817,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
20-Mar-09,15.74,15.88,14.34,14.88,8210765,2011-11-28 17:12:29.851678,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
23-Mar-09,15.34,16.48,15.26,16.48,7301229,2011-11-28 17:12:29.851539,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
24-Mar-09,16.25,16.72,16.00,16.08,6877395,2011-11-28 17:12:29.851400,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
25-Mar-09,16.40,18.26,16.40,17.22,12854460,2011-11-28 17:12:29.851260,WFR,Information Technology,3.99 - 4.13,3.92 - 15.04,4.08,N/P,6.06M/7.44M,935.69M,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-0.17,230.47M,1.36,90%
