10-Feb-09,20.47,20.90,19.22,19.46,4887588,2011-11-28 17:14:34.407708,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
11-Feb-09,19.78,20.38,19.51,20.20,4924124,2011-11-28 17:14:34.407585,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
12-Feb-09,20.25,20.25,19.41,19.98,3993632,2011-11-28 17:14:34.407460,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
13-Feb-09,20.00,20.20,19.67,19.89,2781590,2011-11-28 17:14:34.407335,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
17-Feb-09,19.08,19.28,18.60,18.93,3010409,2011-11-28 17:14:34.407211,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
18-Feb-09,19.10,19.51,18.59,19.20,2843954,2011-11-28 17:14:34.407087,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
19-Feb-09,19.27,19.61,19.20,19.24,3908517,2011-11-28 17:14:34.406950,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
20-Feb-09,18.61,19.48,18.61,19.30,3065652,2011-11-28 17:14:34.406806,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
23-Feb-09,19.53,19.53,18.56,18.64,3806895,2011-11-28 17:14:34.406683,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
24-Feb-09,18.95,19.85,18.80,19.70,3737414,2011-11-28 17:14:34.406559,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
25-Feb-09,19.62,19.97,18.95,19.60,3583866,2011-11-28 17:14:34.406434,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
26-Feb-09,19.91,20.22,19.15,19.20,3961773,2011-11-28 17:14:34.406297,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
27-Feb-09,19.00,19.82,18.87,19.33,5142914,2011-11-28 17:14:34.406174,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
2-Mar-09,18.68,20.48,18.68,18.96,4569040,2011-11-28 17:14:34.406038,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
3-Mar-09,19.54,21.28,19.43,20.62,10477092,2011-11-28 17:14:34.405900,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
4-Mar-09,21.27,21.57,20.69,20.80,6199649,2011-11-28 17:14:34.405755,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
5-Mar-09,20.52,20.63,19.49,19.64,4451742,2011-11-28 17:14:34.405618,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
6-Mar-09,19.78,20.44,19.51,20.06,4519767,2011-11-28 17:14:34.405495,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
9-Mar-09,20.03,20.77,19.63,19.68,4194075,2011-11-28 17:14:34.405373,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
10-Mar-09,20.17,21.51,20.08,21.41,5260642,2011-11-28 17:14:34.405251,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
11-Mar-09,21.40,21.65,20.20,20.81,7235472,2011-11-28 17:14:34.405126,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
12-Mar-09,20.68,21.10,19.96,20.43,8949463,2011-11-28 17:14:34.405001,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
13-Mar-09,20.49,20.50,19.70,20.17,5192500,2011-11-28 17:14:34.404876,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
16-Mar-09,20.44,20.50,19.21,19.24,4912711,2011-11-28 17:14:34.404752,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
17-Mar-09,19.39,20.15,19.24,20.12,4842792,2011-11-28 17:14:34.404627,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
18-Mar-09,19.51,20.42,19.50,20.13,4562207,2011-11-28 17:14:34.404503,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
19-Mar-09,20.35,20.54,19.79,19.89,3812030,2011-11-28 17:14:34.404379,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
20-Mar-09,20.01,20.21,19.64,19.78,3674275,2011-11-28 17:14:34.404255,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
23-Mar-09,20.10,21.22,19.98,21.21,4929142,2011-11-28 17:14:34.404130,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
24-Mar-09,20.81,20.95,20.11,20.14,3942911,2011-11-28 17:14:34.404007,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
25-Mar-09,19.69,19.71,18.79,19.25,6896701,2011-11-28 17:14:34.403883,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
26-Mar-09,19.55,19.83,19.35,19.65,4199307,2011-11-28 17:14:34.403758,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
27-Mar-09,19.50,19.72,19.09,19.23,2346524,2011-11-28 17:14:34.403633,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
30-Mar-09,18.95,19.00,18.47,18.84,2862653,2011-11-28 17:14:34.403494,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
31-Mar-09,19.05,19.18,18.70,18.87,3006869,2011-11-28 17:14:34.403370,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
1-Apr-09,18.80,19.21,18.41,19.05,3042390,2011-11-28 17:14:34.403245,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
2-Apr-09,19.41,20.85,19.41,20.07,5915209,2011-11-28 17:14:34.403121,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
3-Apr-09,20.07,20.27,19.77,20.16,3307877,2011-11-28 17:14:34.402978,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
6-Apr-09,20.13,20.63,19.80,20.58,6314597,2011-11-28 17:14:34.402844,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
7-Apr-09,20.23,20.50,19.84,20.03,4859591,2011-11-28 17:14:34.402720,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
8-Apr-09,20.26,20.45,19.91,20.33,2794136,2011-11-28 17:14:34.402597,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
9-Apr-09,20.71,21.01,20.61,20.85,2860119,2011-11-28 17:14:34.402475,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
10-Apr-09,20.85,20.85,20.85,20.85,0,2011-11-28 17:14:34.402353,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
13-Apr-09,20.69,20.80,20.32,20.56,2342004,2011-11-28 17:14:34.402237,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
14-Apr-09,20.56,20.82,20.27,20.43,2553350,2011-11-28 17:14:34.402110,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
15-Apr-09,20.25,20.32,19.80,20.18,2681561,2011-11-28 17:14:34.401986,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
16-Apr-09,20.44,20.50,19.87,20.16,3799344,2011-11-28 17:14:34.401863,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
17-Apr-09,20.16,20.16,19.65,19.83,5718778,2011-11-28 17:14:34.401741,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
20-Apr-09,19.60,20.09,19.13,19.18,3637750,2011-11-28 17:14:34.401618,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
21-Apr-09,19.28,19.49,18.86,19.25,2852098,2011-11-28 17:14:34.401495,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
22-Apr-09,18.72,19.57,18.72,18.91,3820332,2011-11-28 17:14:34.401372,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
23-Apr-09,19.24,19.31,18.67,19.11,2821966,2011-11-28 17:14:34.401248,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
24-Apr-09,19.36,19.51,18.87,19.36,2083261,2011-11-28 17:14:34.401104,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
27-Apr-09,19.53,19.70,19.07,19.23,2057578,2011-11-28 17:14:34.400963,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
28-Apr-09,18.98,19.33,18.91,19.05,2305739,2011-11-28 17:14:34.400817,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
29-Apr-09,19.23,20.00,19.11,19.91,4083365,2011-11-28 17:14:34.400665,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
30-Apr-09,19.92,20.91,19.91,20.58,4825228,2011-11-28 17:14:34.400543,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
1-May-09,20.80,21.47,20.45,21.29,4188853,2011-11-28 17:14:34.400419,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
4-May-09,21.01,21.89,21.01,21.83,5512151,2011-11-28 17:14:34.400297,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
5-May-09,21.64,22.33,21.55,21.79,5212420,2011-11-28 17:14:34.400175,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
6-May-09,22.13,22.44,21.16,21.65,2955584,2011-11-28 17:14:34.400052,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
7-May-09,21.80,21.96,20.74,20.83,5115013,2011-11-28 17:14:34.399932,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
8-May-09,23.16,24.56,22.25,24.26,13821700,2011-11-28 17:14:34.399808,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
11-May-09,23.92,24.88,23.64,24.19,4502729,2011-11-28 17:14:34.399685,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
12-May-09,24.47,24.49,23.56,24.00,3495698,2011-11-28 17:14:34.399561,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
13-May-09,23.46,23.66,22.95,23.08,2690060,2011-11-28 17:14:34.399406,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
14-May-09,23.13,23.62,23.04,23.48,2640243,2011-11-28 17:14:34.399283,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
15-May-09,23.11,23.30,22.85,22.98,2802350,2011-11-28 17:14:34.399160,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
18-May-09,23.11,23.49,22.90,23.49,2763431,2011-11-28 17:14:34.399036,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
19-May-09,23.13,23.45,22.90,23.24,3742588,2011-11-28 17:14:34.398913,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
20-May-09,23.24,24.00,23.16,23.29,3276555,2011-11-28 17:14:34.398789,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
21-May-09,23.21,23.30,22.76,22.86,2879861,2011-11-28 17:14:34.398665,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
22-May-09,22.93,23.10,22.40,22.72,2469440,2011-11-28 17:14:34.398541,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
26-May-09,22.48,23.20,22.06,23.15,6044138,2011-11-28 17:14:34.398417,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
27-May-09,23.09,23.62,22.87,23.18,3780770,2011-11-28 17:14:34.398292,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
28-May-09,23.47,23.52,22.80,23.19,2837652,2011-11-28 17:14:34.398167,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
29-May-09,22.74,23.41,22.74,23.41,2678454,2011-11-28 17:14:34.398043,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
1-Jun-09,23.52,24.53,23.37,23.95,4744722,2011-11-28 17:14:34.397903,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
2-Jun-09,24.00,24.15,23.22,23.54,5271488,2011-11-28 17:14:34.397761,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
3-Jun-09,23.29,23.50,22.33,22.79,4143328,2011-11-28 17:14:34.397625,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
4-Jun-09,22.73,23.26,22.63,23.20,1999674,2011-11-28 17:14:34.397503,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
5-Jun-09,23.33,23.60,23.09,23.19,2247983,2011-11-28 17:14:34.397380,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
8-Jun-09,22.29,22.41,19.46,19.90,20998016,2011-11-28 17:14:34.397258,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
9-Jun-09,20.27,20.43,18.72,18.93,15820327,2011-11-28 17:14:34.397134,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
10-Jun-09,19.22,19.98,19.10,19.45,11875326,2011-11-28 17:14:34.397009,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
11-Jun-09,19.71,19.77,19.10,19.24,5458289,2011-11-28 17:14:34.396884,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
12-Jun-09,19.24,19.40,18.92,19.24,4018186,2011-11-28 17:14:34.396761,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
15-Jun-09,18.99,19.05,18.05,18.33,7128954,2011-11-28 17:14:34.396637,VRSN,Information Technology,32.06 - 32.54,27.00 - 37.73,32.38,N/P,1.13M/1.66M,5.14B,84.92,2.75,0.38,159.07M,0.82,105%
